"item","subj","attractor","interference","rating","accuracy","Sentence"
2,"1510600135_09eb2477fa7f147ff639c4152eb177c2","mismatch","no interference",7,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510603608_35b590d64243c60c6c058d6c7328a533","mismatch","no interference",4,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510604998_90987d955ab12382806a5fcb6628ea47","mismatch","no interference",2,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510605965_ce15ce06917a9d0e6fc0c4a501adf135","mismatch","no interference",7,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510606736_b6f5b9b28f9244857c8515afc8b3096d","mismatch","no interference",6,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510607575_180a6e5874c1919410f680e385af6e77","mismatch","no interference",6,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510608422_6f32cb593a050cbcf0c70a98dd1b4d82","mismatch","no interference",5,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510611523_5569f6bdaaf5f810f59696500cef1375","mismatch","no interference",5,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510612039_993bfefd989d7da7160a573e534a7917","mismatch","no interference",5,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510612541_8c047409bccf151a11e9bab500bf4554","mismatch","no interference",7,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510614869_9dd4536ee6c94d449fbbee3c56f51a33","mismatch","no interference",5,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510616469_dfa72cb47fbe90b4f928337d972a940f","mismatch","no interference",5,0,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510618820_71b6bb29c0c4531f72bd0f5909a58154","mismatch","no interference",6,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510620396_6ccaa03466d8555a923044623aab91cb","mismatch","no interference",5,0,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510705911_b3f07caa37473e1a5baec07499405ca4","mismatch","no interference",6,0,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510710055_4f2642b4cb8b3858a471ab25fa324f00","mismatch","no interference",5,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510732456_ae63d8d2d65fe2d7154c447c6b14616c","mismatch","no interference",7,0,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510739212_d5a6b294a6c7ababc9add2e945a46f2e","mismatch","no interference",5,0,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510742623_71ee7bbf215aec56e0090f1150bb4ed0","mismatch","no interference",5,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510745098_d0a0af0b01423c157f551681c78d04fe","mismatch","no interference",7,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510748556_9ca1bfb39387b5e5f7b799af49fc41b2","mismatch","no interference",6,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510749951_96a3aad150c56a0fc7f453a3dcf6691b","mismatch","no interference",6,0,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510750974_d7c5997979ac0d019109af8a429a7f82","mismatch","no interference",7,0,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510753302_a4e6bcfd5bd853f73947b8a8714b73cf","mismatch","no interference",3,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510754862_eb9648da0458155df4af4f660d95953b","mismatch","no interference",7,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510759083_2c83e5dae933abba6ae0b8e921b07204","mismatch","no interference",6,0,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510763321_5194dbcb3f32805a548ab7a92498c748","mismatch","no interference",6,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510766579_3829850559a90e666c19a2a11173f986","mismatch","no interference",7,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510771822_1d103b95dea41bb78d51e16dd4964ecf","mismatch","no interference",5,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510778160_a8566e999087ff83be7d07cf5bf45bf6","mismatch","no interference",7,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510780967_bc46d00be99d718923745eea7b5d309d","mismatch","no interference",7,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510802795_a0664b01582cbd37142ee683f04ba3e9","mismatch","no interference",6,1,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510825632_6621b62838ec411bed5df7a087494d9c","mismatch","no interference",3,0,"The_supervisor of_the building_sites informally recommends regular breaks."
2,"1510834250_1d096b80a121c16f2bbee041816183d0","mismatch","no interference",1,1,"The_supervisor of_the building_sites informally recommends regular breaks."
3,"1510572634_798f421c37cbaaf67677ba2298425579","match","interference",7,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510577142_405637d9435b83f9f61650f84185425a","match","interference",7,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510578871_804773e35b135c6b4783590b24a8046d","match","interference",6,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510579335_c8afe22abdb33e5e78b5a4f2296ade84","match","interference",5,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510580469_28cc9e4c6a01835b3b4ec9d9c9246e08","match","interference",3,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510580779_3a94eec1d46b5ec21f767b1dd68db695","match","interference",5,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510581962_e47d8d301e80cecabd7f8e3c7c1e7317","match","interference",2,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510582019_ec4beba49dabb6a6802e01b1d3d065f4","match","interference",4,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510582036_3b9b0bc7e2c169273a808dad95bde483","match","interference",3,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510582190_0988f3b6a9f7db670af9ad9237bb3b42","match","interference",6,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510582643_4150fecb3184ad71789a2270f4a8881a","match","interference",3,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510582789_0119f3dc2d1290a0a2755ea7993409c2","match","interference",7,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510582926_0119f3dc2d1290a0a2755ea7993409c2","match","interference",7,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510583896_fc78225e091770990a60465d4c30cd74","match","interference",5,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510585072_d2a7b56d9c29b7e6626bf65615b7ccd2","match","interference",5,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510585090_6fd7b9b99885e77159c2b2d3533a7249","match","interference",7,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510585650_c2b24409f76ceccf14fb884183959e61","match","interference",7,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510585671_30206821acbb45b7d0c64b95b4556e92","match","interference",5,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510587304_5c35f4d9893be80d378d9e248472b8d3","match","interference",4,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510587594_9f5bc7461561108d0152ef99dc9729cb","match","interference",4,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510588661_f140e03898c1f17bd6559f74d6e1057b","match","interference",6,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510588667_3645c630e2397f155f239ee5b32798d8","match","interference",7,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510588934_76a0019f2c227b247e2ed78b6de57e4c","match","interference",7,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510589521_57df50873dcc6daa024c9d187ec0360f","match","interference",4,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510589699_2847094974e9c0b55c7a92af42436f2f","match","interference",6,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510590638_cb6cb49bf2e5b0064400cfbd762dc991","match","interference",4,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510592441_b439aee3b712c78f31a181863b709974","match","interference",5,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510592716_f38369cdfd1c1b119cfa760f18b19d04","match","interference",5,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510593691_6c6222b463973721c59937e457991ab1","match","interference",3,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510595998_bd478cf81a0043e3392a796f66a9a956","match","interference",6,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510598048_92f9a4d8efe888c2fc2571ce124f0c2d","match","interference",5,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510598054_f1bc75a1f4c4b444b6da9e4b018d468b","match","interference",2,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510601004_abcbcb728364e5c73873eb7cb17671dc","match","interference",6,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510602535_54a875ba5642881f434c5e00c0192451","match","interference",7,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510603857_41e7c34b83d82129341bd13e018716f9","match","interference",7,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510604586_e9699dee0d35b7e3685eb305ec36c535","match","interference",7,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510605497_14a48a26f52bd9a76476b1147487f495","match","interference",5,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510605951_e841c6986c67fdc89abc2e089ffaff40","match","interference",7,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510607920_5b312a65e29365c1c014ca95d6ab1cc2","match","interference",7,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510611520_74f65c75057cb071ea60513da996a0a4","match","interference",5,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510613933_9ce76aff79134d4c1b7ac4979be48174","match","interference",7,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510614822_04a808299c7ddef2172c4de66af68c08","match","interference",6,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510616469_f0785265dfaa255f08e908bb2bb1ac25","match","interference",6,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510618820_08cca03746948112aa15c0709bd629df","match","interference",4,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510620454_2b254b9524ca592dcab80b3e8ffc3c4c","match","interference",7,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510625525_84ca557b117c0bcbf21ddeb64a4cd5ee","match","interference",7,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510715701_54eb14600946f59d1a23a07262771b67","match","interference",7,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510719054_026945b678ec046a40ddbbb57b03410d","match","interference",5,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510733350_e20b800e23334fc0fa8ea52fe1a63dd1","match","interference",5,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510738010_95702a1240144815fd808c2ac2d098b1","match","interference",5,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510740319_a733f6de010bcd2de0df8a4949cc2ce2","match","interference",4,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510742641_88e03b5b6ba5c295441f1eb084b732b1","match","interference",5,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510746024_d0a0af0b01423c157f551681c78d04fe","match","interference",7,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510748664_d02b2968740b436d0bfda0df84046893","match","interference",6,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510754880_3d79bf4d1d775ad1f314ba04e791365c","match","interference",7,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510759260_58a199d76cf8ef74c857463bf894005b","match","interference",5,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510761646_9ce1a02d0c2a69e6b5389c891cf8a9ae","match","interference",6,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510766639_c94ee289971b48ce5aa11eb3b6ba8af2","match","interference",3,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510769453_0183743de6354f78bd1522f2ab77e1b8","match","interference",7,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510771926_f60e7f1616ba75714077188a182cf2c2","match","interference",6,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510773733_86169549e4a16a0205109a8fa1959905","match","interference",5,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510778271_8b4b6cb675f4f88a8fd94cfe75b77517","match","interference",6,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510781029_e36a878d02150e1dafda9c16d9cf977f","match","interference",5,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510802819_fd6180f59604778dc17f626b44bb2e52","match","interference",6,1,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510825694_ce747f8248d3f57eeb00316145cb9775","match","interference",7,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510834328_648c0c5d253067c2d5a4dc846397284c","match","interference",7,0,"The_opponent of_the legislator secretly conspires against the_vote."
3,"1510572673_798f421c37cbaaf67677ba2298425579","mismatch","interference",7,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510576125_330b4eda56614972df937977d6e0c69f","mismatch","interference",7,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510579261_ad73f1386022d32c2c6f78db65e42ade","mismatch","interference",4,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510579661_41841fb911e0e2c4c5cc9134a42ac9e0","mismatch","interference",5,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510580027_87310d81e2db059a2e81d2c7fdd33332","mismatch","interference",4,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510580171_0f08608aee9a6f9ece1881230a5c8baf","mismatch","interference",7,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510581632_62ba250e33d511e1929b8d4067443549","mismatch","interference",3,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510582839_495177d5b1b4aa1f8c34d2e6583e3a45","mismatch","interference",3,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510582971_fcf610a52a0c25112cb6bf9459786bf2","mismatch","interference",4,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510582977_dc58c5726ba40a476a2449374be579b2","mismatch","interference",6,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510583383_0c4e178cf8905d0b3e52a8f5cc4db7b3","mismatch","interference",4,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510583884_cb7e8b7266429e5452db6cc000918844","mismatch","interference",1,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510586281_446793d56f845f408c04a0c7c49b081c","mismatch","interference",6,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510586673_fd5f217cddc57b86ad56c54d1d85e1e9","mismatch","interference",5,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510588366_cf8b4c8edba212cbc0243fd854a6f7a5","mismatch","interference",5,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510588639_a211f431b077d6075297fef83b1efa7f","mismatch","interference",4,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510588758_d649bc13e75bc68c91343b74610bf8f5","mismatch","interference",4,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510588928_88705ea3fe5c20e3dbdcbc36fcc3ee66","mismatch","interference",5,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510590373_7673c54a252249a559ca7273bed812ee","mismatch","interference",1,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510590703_923efeff3fe49c672cd536b041d03996","mismatch","interference",4,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510590898_ad975e15d73df90c2efa74324bb39593","mismatch","interference",4,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510591183_2d9824b3babae2ff9566186eb5afb441","mismatch","interference",6,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510592105_cfefb7ef78bcdf4215d96995a72856af","mismatch","interference",5,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510592297_8964e7909e775196dfe55cd26506b87f","mismatch","interference",6,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510592413_9f0619d7498c90968779c40b98bfb04b","mismatch","interference",6,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510592974_69ec49f04763f7dd2654a54e2ca3d7d9","mismatch","interference",1,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510594919_87358fa42714c9b751d0b7cb60aa29fe","mismatch","interference",7,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510596246_f0c1bfab0a59935c96b2529e3122483f","mismatch","interference",3,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510596473_97bed0989757ccdc253e64e1f9f04068","mismatch","interference",7,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510596981_8d4d5097468a8ccfb5a86e50a4571418","mismatch","interference",4,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510597862_a14a769514c2ed223f6d74c2de01bb51","mismatch","interference",3,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510600747_a8dde92fd0fc3b3eb1bfa403d3bdaa90","mismatch","interference",1,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510600949_8ef6a77a91def05c47153a566ddbb2f1","mismatch","interference",3,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510602503_53e46ba209fd614c25a55f7c42fedc72","mismatch","interference",3,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510603235_d819c3e4ad4a5a0bb2b9dbab1fa2475f","mismatch","interference",3,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510605993_e89e2b0da42de7d2a75ce6f97dcaa58a","mismatch","interference",2,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510607118_8058dd7ce58d2d63e761d26731a08c9a","mismatch","interference",4,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510608994_703ed2981e5fed1a000beb97a3da65e8","mismatch","interference",6,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510609655_944db6bb6395fc78a88807364a51069d","mismatch","interference",6,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510612097_0720d12fb4017c1f6ca1bcc804572822","mismatch","interference",3,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510613912_f4e7f124b28b81d81e5c9967e80e00a4","mismatch","interference",6,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510614931_7321bc646dd01cb5f3977845f5eb7c4e","mismatch","interference",3,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510622661_e9ce9d06f445628124cd9f81347d2791","mismatch","interference",4,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510706118_b14e3fffd89a5ab421397fc32fefd331","mismatch","interference",4,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510715749_f6c5124b6fc729c8032d62e2a5388425","mismatch","interference",7,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510719093_f60ee8bdd15bfc4c48594db4d2189a7d","mismatch","interference",7,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510731246_8abe97feccc30e36a979cdcfa038fb20","mismatch","interference",5,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510733367_4ea717fb21f846b7682e0b4ed09911d9","mismatch","interference",5,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510734240_cafe97a5c83e773a4f01880f2f68d16d","mismatch","interference",5,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510735260_58e7f7d829f06519d6930a794469354e","mismatch","interference",5,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510736444_08f9f2a3c7cc740fa39039ceb631d889","mismatch","interference",5,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510746065_d0a0af0b01423c157f551681c78d04fe","mismatch","interference",7,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510747224_29c742560fece161877d251726fd3adc","mismatch","interference",2,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510748682_da714a515e8f8a1eb9dd2f51d787e023","mismatch","interference",6,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510753355_207c185a799427f6b27bd47c3bcf9d06","mismatch","interference",5,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510754888_648f4dfa31a51459a8e73970c1a8f4fa","mismatch","interference",2,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510756732_8a836d2fcf8a1bad5a78cb15f03a5781","mismatch","interference",2,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510759134_eb5de3efdc5166134a2540e4b7d7131b","mismatch","interference",5,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510761599_b4d46f220a344ac9c57bdc53713112ec","mismatch","interference",4,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510763368_d08b49328cf683782b64151e6f688846","mismatch","interference",7,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510769468_3e5525a466c9175a27f17da1ad4b4fa6","mismatch","interference",5,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510781024_57a4d2821388ed28b4e2d75273a507c8","mismatch","interference",2,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510786690_f96c1903a7c4a4cb2e56ed9c43dd6a61","mismatch","interference",7,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510792581_303d32e17c36cc96dfc01deaa8a58d6a","mismatch","interference",7,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510802844_a0664b01582cbd37142ee683f04ba3e9","mismatch","interference",5,0,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510818243_f8a974e2269cbd5baa5ed9043b2f2beb","mismatch","interference",6,1,"The_opponent of_the legislators secretly conspires against the_vote."
3,"1510574903_55f40adf901ead1a9b44a53f01d19d72","match","no interference",5,0,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510577105_8460f28a1ac88b93c5eca2a87554d900","match","no interference",7,0,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510578310_bc6ae84e6ece693e6a4d813592bcb099","match","no interference",6,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510578866_1d9e7cd644994ccbde01bde3514eee41","match","no interference",1,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510578872_9114df42f991d5644dc3ec8974361d69","match","no interference",7,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510579988_8e3bbe9660dda2ee8e5e6f38b27bf4d5","match","no interference",5,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510580795_e70a5873847dc1247be69ce04ec4a5a3","match","no interference",6,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510581632_9e82241fe203cac45b339e6104d58164","match","no interference",6,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510581928_09981be68761f03f78584b512a0c7072","match","no interference",7,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510582041_f815f50f7ca70e31961a68efc80cbef1","match","no interference",7,0,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510582443_0119f3dc2d1290a0a2755ea7993409c2","match","no interference",7,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510583486_5f0c73bd946152b1b9df5fde8e80ac44","match","no interference",5,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510583883_eb80492871e90ba02506a0d7808e470b","match","no interference",2,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510584083_9c5301e898a1ac6365417035c0b6ebe8","match","no interference",7,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510584324_a038b4264b667aa568196c048817eee2","match","no interference",6,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510584606_934fb5148bbabb890010c124f8f4d2fe","match","no interference",3,0,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510585035_61d8e61915032257cb8e833dc104447a","match","no interference",7,0,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510585353_e34bbc62cdebcacb42981a27e7645950","match","no interference",7,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510585527_9052794fd91fd90ea3a67b592b6897cd","match","no interference",7,0,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510586087_2ee2a885dfad5631e9435e90e2be73cd","match","no interference",5,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510586155_ec24bb71d7cea6910b3052a5175689dd","match","no interference",7,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510587594_f058b1603524fba43385e4bb9a18d3af","match","no interference",6,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510588376_d3b75547e68047bee94ae381e5f820e8","match","no interference",7,0,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510588888_4bd7c0fead30f8d2e7237026cfa18a53","match","no interference",6,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510589913_e9945100e548b2db90549728d92fc6fa","match","no interference",4,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510589924_f14b9f5979618d61ff2ce128c54b19d6","match","no interference",4,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510590147_037bcd7a046e7e3eb51d872aaf0f0da6","match","no interference",6,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510591474_cfe451b7d428c326880e590466f6b9b7","match","no interference",6,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510591790_1ab1825ae7db060b326737a4faf5887a","match","no interference",4,0,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510592426_e0a8cf3da322f43a7871d73f30a0e191","match","no interference",4,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510592738_7e623220304fb49c398daf62169ee408","match","no interference",2,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510593237_3d76e31a523f78303d10645f73fe216a","match","no interference",4,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510593806_eb7af107529cf5f7ac3fdc500265327f","match","no interference",6,0,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510594059_4294319bdc59f49f3e8a0531e8d03300","match","no interference",6,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510595740_8eb37f396454023a672f8761149403e9","match","no interference",7,0,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510596505_6371e0d60d92e9fd7f417c2acb7f9ac0","match","no interference",3,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510596769_094f02696a8072fd2cc4729feeb25559","match","no interference",4,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510597845_3cd224dc285fc54f50365d83ab61a200","match","no interference",3,0,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510598075_095c9e22238f5cd5a63db673b98ddaaa","match","no interference",2,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510598277_90e1edc85f4978ad651c0062f5962bb8","match","no interference",4,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510599022_02a3b5cf8284bfb9780e88f0877b890a","match","no interference",7,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510600125_884870a0910752dbccc907dbc025b6d5","match","no interference",6,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510601296_5b8b06dc467921250937193892f885e8","match","no interference",3,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510602835_d5f559dd4a835e600b696b7a9434e91d","match","no interference",2,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510603594_29c86f1c65f7e737fb2a1b9edd14805c","match","no interference",7,1,"The_opponent of_the bill secretly conspires against the_vote."
3,"1510605010_8f33fc9dc885d729857648596f43bf85","match","no interference",5,0,"The_opponent of_the bill secretly conspires against the_vote."
